match_id;bachelor01_university;bachelor01_university_standardiz;bachelor01_degree;bachelor01_degree_standardized;bachelor01_major;bachelor01_major_standardized;bachelor02_university;bachelor02_university_standardiz;bachelor02_degree;bachelor02_degree_standardized;bachelor02_major;bachelor02_major_standardized;master01_university;master01_university_standardized;master01_degree;master01_degreestandadized;master01_major;master01_major_standardized;master02_university;master02_university_standardized;master02_degree;master02_degree_standardized;master02_major;master02_major_standardized;mba01_university;mba01_university_standardized;mba01_degree;mba01_degree_standardized;mba02_university;mba02_university_standardized;mba02_degree;mba02_degree_standardized;phd01_university;phd01_university_standardized;phd01_degree;phd01_degree_standardized;phd01_major;phd01_major_standardized;phd02_university;phd02_university_standardized;phd02_degree;phd02_degree_standardized;phd02_major;phd02_major_standardized;jd01_university;jd01_university_standardized;jd01_degree;jd01_degree_standardized
83;Purdue University;Purdue University;BS (Distinction);Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;Pepperdine University;Pepperdine University;MBA;MBA;;;;;Purdue University;Purdue University;PhD;PhD;.;.;;;;;.;.;;;;
21723;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
1943;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;Stanford University Graduate School of Business;Stanford University;mba;MBA;;;;;;;;;.;.;;;;;.;.;;;;
26067;Vanderbilt University;Vanderbilt University;BS (magna Cum Laude);Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;University of Texas at Austin;University of Texas at Austin;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
31901;Stanford University;Stanford University;BS;Bachelor;;;Stanford University;;BA;Bachelor;;;Stanford University;Stanford University;MS;Master;;;Le Cordon Bleu College of Culinary Arts in Austin (Formerly known as Texas Culinary Academy);Le Cordon Bleu College of Culinary Arts in Austin;Diploma;Master;;;Stanford University, Graduate School of Business;Stanford University;MBA;MBA;;;;;;;;;;;;;;;;;;;;
26439;University of California, San Diego;University of California, San Diego;Bachelor;Bachelor;Physics;Physics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21511;Stanford University;Stanford University;BS (Distinction);Bachelor;;;;;;;;;Oxford University;Oxford University;MS;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7085;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
25677;Stanford University;Stanford University;BS;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;University of Washington;University of Washington;Ph.D.;PhD;;;;;;;;;;;;
1706;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9821;;;;;.;.;;;;;.;.;Tufts University;Tufts University;Degree;Master;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
22596;Loyola College;University of Madras;BBA;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21439;University of N_tre Dame;University of Notre Dame;BS;Bachelor;;;;;;;;;University of Michigan;University of Michigan;MS;Master;;;;;;;;;;;;;;;;;University of Michigan;University of Michigan;PhD;PhD;;;;;;;;;;;;
1707;Macalester College;Macalester College;BA;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;University of Missouri Columbia;University of Missouri, Columbia;PhD;PhD;.;.;;;;;.;.;;;;
12741;Rice University;Rice University;BSEE;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;St. Edwards University;;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
8122;;;;;;;;;;;;;Oregon State University;Oregon State University;MSEE;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26422;Amherst College;Amherst College;BA;Bachelor;;;;;;;;;;;;;;;;;;;;;Harvard Business School;Harvard University;MBA;MBA;;;;;;;;;;;;;;;;;;;;
458;;;;;;;;;;;;;;;;;;;;;;;;;Tel Aviv University;other;MBA;MBA;;;;;;;;;;;;;;;;;;;;
6372;Cornell University;Cornell University;AB;Bachelor;.;.;;;;;.;.;University of Texas Health Science Center at Houston;;MD;Master;.;.;;;;;.;.;;;;;;;;;Cornell University;Cornell University;PhD;PhD;.;.;;;;;.;.;;;;
7332;Saint Louis University;Saint Louis University (PH);BS;Bachelor;.;.;;;;;.;.;Long Island University;Long Island University;MS;Master;.;.;;;;;.;.;;;;;;;;;St John's University;St. John's University;PhD;PhD;.;.;;;;;.;.;;;;
1754;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
1709;;;;;.;.;;;;;.;.;Pepperdine University;Pepperdine University;Master of Arts (M.A.);Master;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
1710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12742;;;;;;;;;;;;;University of California, Berkeley;University of California, Berkeley;MS;Master;Computer Science;Computer Science;;;;;;;;;;;;;;;American University of Rome;Rome University;PhD;PhD;;;;;;;;;;;;
20350;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;University of California, Berkeley;University of California, Berkeley;PhD;PhD;.;.;;;;;.;.;;;;
377;University of Auckland;University of Auckland;BSc;Bachelor;Computer Science;Computer Science;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10877;University of Nevada, Reno;;BS;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9389;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
7276;Arizona State University;Arizona State University;BA;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;UCLA John E Anderson Graduate School of Management;other;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
21516;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
12564;Stanford University;Stanford University;Bachelor's degree;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;Harvard Business School;Harvard Business School;Master of Business Administration (MBA);MBA;;;;;;;;;.;.;;;;;.;.;;;;
31881;;;;;;;;;;;;;Helsinki University of Technology;University of Helsinki;MSc;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10880;Technion - Israel Institute of Technology (IIT);Technion _ Israel Institute of Technology;BSc (summa cum laude);Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
3965;University of Vermont;University of Vermont;BS Marketing;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
4847;George Mason University;George Mason University;BS;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1760;University of Texas at Arlington;University of Texas at Arlington;BS;Bachelor;;;;;;;;;;;;;;;;;;;;;University of Washington;University of Washington;MBA;MBA;;;;;University of Texas Health Science Center at Houston;University of Texas Health Science Center at Houston;PhD;PhD;;;;;;;;;;;;
6999;St John's College, Oxford University;University of Oxford;BA;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;St John's College, Oxford University;University of Oxford;DPhil;PhD;;;;;;;;;;;;
1761;Harvard University;Harvard University;AB (magna cum laude);Bachelor;;;;;;;;;;;;;;;;;;;;;Harvard Business School;Harvard University;MBA;MBA;;;;;;;;;;;;;;;;;;;;
10503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;University of Southern California;University of Southern California;Ph.D.;PhD;;;;;;;;;;;;
1814;University of Oregon;University of Oregon;BS;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;Stanford University Graduate School of Business;Stanford University;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
20330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21727;Technion Institute;Israel Institute of Technology;BSc;Bachelor;Electrical Engineering;Engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9826;Bowdoin College;Bowdoin College;BA;Bachelor;;;;;;;;;Stanford University;Stanford University;MS;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21156;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;Politecnico di Torino (Polytechnic University of Turin);;PhD;PhD;.;.;;;;;.;.;;;;
21448;University of California, Berkeley;University of California, Berkeley;BA (Hons);Bachelor;;;;Other;;;;;;;;;;;;;;;;;;;;;;;;;Stanford University;Stanford University;PhD;PhD;;;;;;;;;;;;
10881;;;;;;;;;;;;;Ecole Nationale Superieure des Telecommunications;Ecole Nationale Superieure des Telecommunications;Post graduate degree;;Digital Communication;other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25682;;;;;.;.;;;;;.;.;Columbia University;Columbia University;Masters Degree;Master;.;.;;;;;.;.;Massachusetts Institute of Technology (MIT) Sloan School of Management;MIT Sloan School of Management;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
27612;Carnegie Mellon University;Carnegie Mellon University;BS;Bachelor;.;.;;;;;.;.;Carnegie Mellon University;Carnegie Mellon University;MS;Master;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
12571;Iona College;Iona College;BA (Hons);Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;Adelphi University;Adelphi University;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
12574;University of Texas at Austin;University of Texas at Austin;BS;Bachelor;.;.;;;;;.;.;University of Texas at Austin;University of Texas at Austin;MS;Master;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
28394;Ain Shams University;Ain Shams University;BSEE;Bachelor;;;;;;;;;New Jersey Institute of Technology (NJIT);New Jersey Institute of Technology;MSEE;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7277;Rochester Institute of Technology;Rochester Institute of Technology;Imaging Science;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7000;;;;;.;.;;;;;.;.;Imperial College London (The Imperial College of Science Technology and Medicine);Imperial College London;MA;Master;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
28395;;;;;;;;;;;;;Columbia University in the City of New York;Columbia University;MS;Master;Electrical, Electronics and Communications;Other;;;;;;;;;;;;;;;University of California, Berkeley;University of California, Berkeley;PhD;PhD;Electrical Enineering;Engineering;;;;;;;;;;
21519;Florida Agricultural And Mechanical University;Florida Institute of Technology;BS;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
31904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12579;Bowling Green State University;other;BS;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2075;York University (Canada);other;BBA;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
130;University of St Andrews;University of St Andrews;BS;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12580;;;;;.;.;;;;;.;.;Villanova University;Villanova University;MS;Master;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
12750;Cornell University;Cornell University;BS;Bachelor;;;;;;;;;Cornell University;Cornell University;MEng;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9366;;;;;;;;;;;;;Universit_t Leiden;Universit_t Leiden;MSc;Master;Pharmaceutics;Other;;;;;;;;;;;;;;;Utrecht University;Utrecht University;;;Pharmaceutics;Other;;;;;;;;;;
2013;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
4856;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
22627;Georgetown University - The McDonough School of Business;Georgetown University;BS;Bachelor;Business Administration;Other Business Administration;;;;;;;;;;;;;;;;;;;University of Pennsylvania - The Wharton School;University of Pennsylvania;MBA;MBA;;;;;;;;;;;;;;;;;University of Pennsylvania - The Wharton School;University of Pennsylvania;JD;JD
1922;Stanford University;Stanford University;BA;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;Harvard University;Harvard University;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
7002;;;;;.;.;;;;;.;.;Oxford University;;Masters Degree;Master;.;.;;;;;.;.;;;;;;;;;Oxford University;;PhD;PhD;.;.;;;;;.;.;;;;
7003;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;London Business School;London Business School;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
10792;Tel Aviv University;other;BSc;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
4288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9831;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
21981;UC San Diego;;BS;Bachelor;.;.;;;;;.;.;Stanford University;Stanford University;MSME;Master;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
2050;University of Waterloo;University of Waterloo;BA;Bachelor;;;;;;;;;;;;;;;;;;;;;Indiana University;Indiana University;MBA;MBA;;;;;;;;;;;;;;;;;;;;
12665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23907;Harvard University;Harvard University;BA;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;Pepperdine University;Pepperdine University;MBA;MBA;;;;;Pepperdine University;Pepperdine University;Doctorate;PhD;.;.;;;;;.;.;;;;
12585;United States Military Academy, West Point;United States Military Academy;BS;Bachelor;Engineering;Engineering;;;;;;;Loughborough University;Loughborough University;MEng;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7004;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
26391;Stony Brook University;Stony Brook University;BS;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1719;Santa Clara University;Santa Clara University;BS;Bachelor;.;.;University of Santa Clara;Santa Clara University;Bachelor of Science (BS);Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
10883;University of Cambridge;University of Cambridge;BA (Hons);Bachelor;;;;;;;;;London School of Economics (LSE) (London School of Economics and Political Science);London School of Economics and Political Science;MS;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13755;San Jose State University;San Jose State University;Bachelor's Degree;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1979;Boston College;Boston College;BA;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Washington and Lee University School of Law;Washington and Lee University;JD;JD
1768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12756;Yale University;Yale University;BA;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;Unknown Organisation;other;BSc;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;Unknown Organisation;other;PhD;PhD;.;.;;;;;.;.;;;;
26076;Ohio University;Ohio University;BSEE;Bachelor;;;;;;;;;Ohio University;Ohio University;MA;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28305;Indian Institute of Technology, Kanpur;Indian Institute of Technology;Btech;Bachelor;;;;;;;;;Carnegie Mellon University;Carnegie Mellon University;MS;Master;;;;;;;;;Stanford University, Graduate School of Business;Stanford University;MBA;MBA;;;;;;;;;;;;;;;;;;;;
27011;Washington State University;Washington State University;BS;Bachelor;Computer Science;Computer Science;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9369;;;;;;;;;;;;;Universiteit Leiden (University of Leiden);University of Leiden;Masters Degree;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;University of California, Berkeley;University of California, Berkeley;BS;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
5317;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
40783;Xian Jiaotong University;;Bachelor's Degree;Bachelor;.;.;;;;;.;.;Xian Jiaotong University;;Masters Degree;Master;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
21786;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22662;;;;;;;;;;;;;Pace University;Pace University;Degree;Master;Business/Political Science;Other Business Administration;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
570;Technion - Israel Institute of Technology (IIT);Israel Institute of Technology;BSc;Bachelor;;;;;;;;;Tel Aviv University;Tel Aviv University;MSc;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31906;Sheffield Hallam University (SHU) (Formerly known as Sheffield City Polytechnic);Sheffield Hallam University;BA (Hons);Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5368;University of Birmingham;University of Birmingham;BA Hons;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12757;;;;;;;;;;;;;University of Surrey;University of Surrey;M.Eng;;Electrical and Electronic Engineering;Engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21789;Marshall University (MU);Marshall University;BS;Bachelor;;;;;;;;;Marshall University (MU);Marshall University;MS;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21787;University of California, Berkeley;University of California, Berkeley;BA;Bachelor;Economics;Economics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28405;;;;;;;;;;;;;Walton College;Walton College;Graduated;Master;;;;;;;;;Keller Graduate School of Management;Keller Graduate School of Management;MBA;MBA;;;;;;;;;;;;;;;;;;;;
1819;University of Wisconsin-Madison;University of Wisconsin-Madison;BA;Bachelor;.;.;;;;;.;.;University of Santa Monica;;Masters;Master;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
11476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hebrew University of Jerusalem;The Hebrew University of Jerusalem;PhD;PhD;;;;;;;;;;;;
3974;Cornell University;Cornell University;BSEE;Bachelor;Electrical Engineering, Biology;Engineering;;;;;;;Cornell University;Cornell University;MENG;Master;Biomedical Engineering, Electrical Engineering;Engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8128;Case Western Reserve University (CWRU);Case Western Reserve University;BA;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yale University;Yale University;PhD;PhD;;;;;;;;;;;;
11315;;;;;;;;;;;;;Technische Universit_t Kaiserslautern (University of Kaiserslautern);University of Kaiserslautern;Dipl Ing;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4839;University of New South Wales;University of New South Wales;Bcom;Bachelor;Information Systems and Accounting;Finance & Accounting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Carroll College;Carroll College;BA;Bachelor;.;.;;;;;.;.;University of Maryland, College Park;other;MA;Master;.;.;;;;;.;.;Pepperdine University;Pepperdine University;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
5261;;;;;.;.;;;;;.;.;Unknown Organisation;other;MD;Master;.;.;;;;;.;.;;;;;;;;;Unknown Organisation;other;PhD;PhD;.;.;;;;;.;.;;;;
12759;Rochester Institute of Technology (RIT);University of Rochester;BS;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1820;Visvesvaraya College of Engineering;University Visvesvaraya ;Bachelor;Bachelor;Machanical Engineering;Engineering;;;;;;;University of Missouri-Rolla;University of Missouri-Rolla;Master;Master;Mechanical Engineering;Engineering;University of Missouri-Rolla;University of Missouri-Rolla;Master;Master;Computer Science;Computer Science;University of Michigan - Stephen M Ross School of Business;University of Michigan;MBA;MBA;;;;;;;;;;;;;;;;;;;;
21535;Technion - Israel Institute of Technology;Technion _ Israel Institute of Technology;BS;Bachelor;Electrical Engineering;Engineering;;;;;;;Santa Clara University;Santa Clara University;MS;Master;Electrical Engineering;Engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12869;Birla Institute of Technology & Science (BITS), India;Birla Institute of Technology;BE (Hons);Bachelor;.;.;;;;;.;.;Virginia Polytechnic Institute and State University (Virginia Tech);Virginia Polytechnic Institute and State University;MS;Master;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
13471;University of Calcutta;University of Calcutta;BSc;Bachelor;;;;;;;;;Institute of Hotel Management, Catering Technology & Applied Nutrition (IHMCTAN);;Diploma;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5230;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
26080;University of Michigan;University of Michigan;Bachelor's Degree;Bachelor;;;;;;;;;Stanford University, Graduate School of Business;Stanford University;MS;Master;;;;;;;;;;;;;;;;;University of California, Berkeley;University of California, Berkeley;PhD;PhD;;;;;;;;;;;;
5349;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
21468;Princeton University;Princeton University;BSEE;Bachelor;;;;;;;;;University of Michigan;University of Michigan;MSc;Master;;;;;;;;;;;;;;;;;University of Michigan;University of Michigan;PhD;PhD;;;;;;;;;;;;
5374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1825;University of California, San Diego;University of California, San Diego;BS;Bachelor;;;;Other;;;;;;;;;;;;;;;;;;;;;;;;;University of California, San Diego;University of California, San Diego;PhD;PhD;;;;;;;;;;;;
45987;University of Saskatchewan;University of Saskatchewan;BCom;Bachelor;;;University of Saskatchewan;University of Saskatchewan;BA;Bachelor;;;;;;;;;;;;;;;University of Saskatchewan;University of Saskatchewan;MBA;MBA;;;;;;;;;;;;;;;;;;;;
41077;Colorado Technical University;Colorado Technical University;Information Technology Management;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
